Eviction ID,Address,City,State,Eviction Notice Source Zipcode,Year,Non Payment,Breach,Nuisance,Illegal Use,Failure to Sign Renewal,Access Denial,Unapproved Subtenant,Owner Move In,Demolition,Capital Improvement,Substantial Rehab,Ellis Act WithDrawal,Condo Conversion,Roommate Same Unit,Other Cause,Late Payments,Lead Remediation,Development,Good Samaritan Ends,Supervisor District,Neighborhoods - Analysis Boundaries,Longitude,Latitude
M120050,1000 Block Of Bush  Street,San Francisco,CA,94109,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145611,37.78947882
M130481,1000 Block Of Bush  Street,San Francisco,CA,94109,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145611,37.78947882
M142175,1000 Block Of Bush  Street,San Francisco,CA,94109,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145611,37.78947882
M142200,1000 Block Of Bush  Street,San Francisco,CA,94109,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145611,37.78947882
M142404,1000 Block Of Bush  Street,San Francisco,CA,94109,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145611,37.78947882
M151399,1000 Block Of Bush  Street,San Francisco,CA,94109,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145611,37.78947882
M161997,1000 Block Of Bush  Street,San Francisco,CA,94109,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145611,37.78947882
M171825,1000 Block Of Bush  Street,San Francisco,CA,94109,2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145611,37.78947882
M171838,1000 Block Of Bush  Street,San Francisco,CA,94109,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145611,37.78947882
M173107,1000 Block Of Bush  Street,San Francisco,CA,94109,2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145611,37.78947882
M171824,1000 Block Of Bush  Street,San Francisco,CA,94109,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145611,37.78947882
M182987,1000 Block Of Bush  Street,San Francisco,CA,94109,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145611,37.78947882
M183342,1000 Block Of Bush  Street,San Francisco,CA,94108,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145611,37.78947882
M182990,1000 Block Of Bush  Street,San Francisco,CA,94109,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145611,37.78947882
M182986,1000 Block Of Bush  Street,San Francisco,CA,94109,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145611,37.78947882
M191408,1000 Block Of Bush  Street,San Francisco,CA,94109,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145611,37.78947882
M191822,1000 Block Of Bush  Street,San Francisco,CA,94109,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145611,37.78947882
M191460,1000 Block Of Bush  Street,San Francisco,CA,94109,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145611,37.78947882
M191851,1000 Block Of Bush  Street,San Francisco,CA,94109,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145611,37.78947882
M141103,2400 Block Of Folsom  Street,San Francisco,CA,94110,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Mission,-122.4145468,37.75810086
M152878,2400 Block Of Folsom  Street,San Francisco,CA,94110,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,Mission,-122.4145468,37.75810086
M150589,2400 Block Of Folsom  Street,San Francisco,CA,94110,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Mission,-122.4145468,37.75810086
M110328,1000 Block Of Bush  Street,San Francisco,CA,94109,2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145392,37.78937035
M111220,1000 Block Of Bush  Street,San Francisco,CA,94109,2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145392,37.78937035
M110296,1000 Block Of Bush  Street,San Francisco,CA,94109,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145392,37.78937035
M110277,1000 Block Of Bush  Street,San Francisco,CA,94109,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145392,37.78937035
M121507,1000 Block Of Bush  Street,San Francisco,CA,94109,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145392,37.78937035
M122338,1000 Block Of Bush  Street,San Francisco,CA,94109,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145392,37.78937035
M130078,1000 Block Of Bush  Street,San Francisco,CA,94109,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145392,37.78937035
M142280,1000 Block Of Bush  Street,San Francisco,CA,94109,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145392,37.78937035
M142718,1000 Block Of Bush  Street,San Francisco,CA,94109,2014,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145392,37.78937035
M161037,1000 Block Of Bush  Street,San Francisco,CA,94109,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145392,37.78937035
M182455,1000 Block Of Bush  Street,San Francisco,CA,94109,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145392,37.78937035
M180946,1000 Block Of Bush  Street,San Francisco,CA,94109,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145392,37.78937035
M182946,1000 Block Of Bush  Street,San Francisco,CA,94109,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4145392,37.78937035
M142703,200 Block Of Ellsworth  Street,San Francisco,CA,94110,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,Bernal Heights,-122.4145385,37.73959055
M150491,200 Block Of Ellsworth  Street,San Francisco,CA,94110,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Bernal Heights,-122.4145385,37.73959055
M151326,200 Block Of Ellsworth  Street,San Francisco,CA,94110,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,Bernal Heights,-122.4145385,37.73959055
M140430,2500 Block Of Folsom  Street,San Francisco,CA,94110,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,Mission,-122.4145335,37.75649437
M183420,2500 Block Of Folsom  Street,San Francisco,CA,94110,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Mission,-122.4145335,37.75649437
M111612,2100 Block Of Taylor  Street,San Francisco,CA,94133,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M111675,2100 Block Of Taylor  Street,San Francisco,CA,94133,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M121909,2100 Block Of Taylor  Street,San Francisco,CA,94133,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M120237,2100 Block Of Taylor  Street,San Francisco,CA,94133,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M120215,2100 Block Of Taylor  Street,San Francisco,CA,94133,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M120191,2100 Block Of Taylor  Street,San Francisco,CA,94133,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M121805,2100 Block Of Taylor  Street,San Francisco,CA,94133,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M121908,2100 Block Of Taylor  Street,San Francisco,CA,94133,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M120575,2100 Block Of Taylor  Street,San Francisco,CA,94133,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M120225,2100 Block Of Taylor  Street,San Francisco,CA,94133,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M121901,2100 Block Of Taylor  Street,San Francisco,CA,94133,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M120160,2100 Block Of Taylor  Street,San Francisco,CA,94133,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M120161,2100 Block Of Taylor  Street,San Francisco,CA,94133,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M132138,2100 Block Of Taylor  Street,San Francisco,CA,94133,2013,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M130443,2100 Block Of Taylor  Street,San Francisco,CA,94133,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M130693,2100 Block Of Taylor  Street,San Francisco,CA,94115,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M132136,2100 Block Of Taylor  Street,San Francisco,CA,94133,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M130248,2100 Block Of Taylor  Street,San Francisco,CA,94133,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M140875,2100 Block Of Taylor  Street,San Francisco,CA,94133,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M140294,2100 Block Of Taylor  Street,San Francisco,CA,94133,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M151301,2100 Block Of Taylor  Street,San Francisco,CA,94133,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M162169,2100 Block Of Taylor  Street,San Francisco,CA,94133,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M161676,2100 Block Of Taylor  Street,San Francisco,CA,94133,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M163756,2100 Block Of Taylor  Street,San Francisco,CA,94133,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M162425,2100 Block Of Taylor  Street,San Francisco,CA,94133,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M162631,2100 Block Of Taylor  Street,San Francisco,CA,94133,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M162107,2100 Block Of Taylor  Street,San Francisco,CA,94133,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M162380,2100 Block Of Taylor  Street,San Francisco,CA,94133,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M162485,2100 Block Of Taylor  Street,San Francisco,CA,94133,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M171877,2100 Block Of Taylor  Street,San Francisco,CA,94133,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M171640,2100 Block Of Taylor  Street,San Francisco,CA,94133,2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M171641,2100 Block Of Taylor  Street,San Francisco,CA,94133,2017,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M172255,2100 Block Of Taylor  Street,San Francisco,CA,94133,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M172483,2100 Block Of Taylor  Street,San Francisco,CA,94133,2017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M170790,2100 Block Of Taylor  Street,San Francisco,CA,94133,2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M182031,2100 Block Of Taylor  Street,San Francisco,CA,94133,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M181028,2100 Block Of Taylor  Street,San Francisco,CA,94133,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M180536,2100 Block Of Taylor  Street,San Francisco,CA,94133,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M181030,2100 Block Of Taylor  Street,San Francisco,CA,94133,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M181032,2100 Block Of Taylor  Street,San Francisco,CA,94133,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M180267,2100 Block Of Taylor  Street,San Francisco,CA,94133,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M181029,2100 Block Of Taylor  Street,San Francisco,CA,94133,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M181033,2100 Block Of Taylor  Street,San Francisco,CA,94133,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M181031,2100 Block Of Taylor  Street,San Francisco,CA,94133,2018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M180952,2100 Block Of Taylor  Street,San Francisco,CA,94133,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145184,37.80216358
M182609,2000 Block Of Taylor  Street,San Francisco,CA,94133,2018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4145134,37.80144804
M110322,100 Block Of Mcallister  Street,San Francisco,CA,94102,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Tenderloin,-122.4145069,37.78087726
M120131,100 Block Of Mcallister  Street,San Francisco,CA,94102,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Tenderloin,-122.4145069,37.78087726
M141934,100 Block Of Mcallister  Street,San Francisco,CA,94102,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Tenderloin,-122.4145069,37.78087726
M161675,100 Block Of Mcallister  Street,San Francisco,CA,94102,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Tenderloin,-122.4145069,37.78087726
M160126,100 Block Of Mcallister  Street,San Francisco,CA,94102,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Tenderloin,-122.4145069,37.78087726
M182528,1300 Block Of Jones  Street,San Francisco,CA,94109,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4144905,37.7936751
M142692,900 Block Of Silliman  Street,San Francisco,CA,94134,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Portola,-122.414485,37.72883854
M150042,900 Block Of Silliman  Street,San Francisco,CA,94134,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Portola,-122.414485,37.72883854
M163708,900 Block Of Silliman  Street,San Francisco,CA,94134,2016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,Portola,-122.414485,37.72883854
M182239,900 Block Of Silliman  Street,San Francisco,CA,94134,2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Portola,-122.414485,37.72883854
M182235,900 Block Of Silliman  Street,San Francisco,CA,94134,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Portola,-122.414485,37.72883854
M121092,1200 Block Of Mission  Street,San Francisco,CA,94103,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,South of Market,-122.4144578,37.77650804
M131397,1200 Block Of Mission  Street,San Francisco,CA,94103,2013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,South of Market,-122.4144578,37.77650804
M180398,1200 Block Of Mission  Street,San Francisco,CA,94103,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,South of Market,-122.4144578,37.77650804
M182531,1200 Block Of Mission  Street,San Francisco,CA,94103,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,South of Market,-122.4144578,37.77650804
M182449,1200 Block Of Mission  Street,San Francisco,CA,94103,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,South of Market,-122.4144578,37.77650804
M180216,1200 Block Of Mission  Street,San Francisco,CA,94103,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,South of Market,-122.4144578,37.77650804
M182488,1200 Block Of Mission  Street,San Francisco,CA,94103,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,South of Market,-122.4144578,37.77650804
M192389,1200 Block Of Mission  Street,San Francisco,CA,94103,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,South of Market,-122.4144578,37.77650804
M182796,400 Block Of Leavenworth  Street,San Francisco,CA,94102,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,Tenderloin,-122.4144554,37.78512851
M182794,400 Block Of Leavenworth  Street,San Francisco,CA,94102,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,Tenderloin,-122.4144554,37.78512851
M182827,400 Block Of Leavenworth  Street,San Francisco,CA,94102,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,Tenderloin,-122.4144554,37.78512851
M182790,400 Block Of Leavenworth  Street,San Francisco,CA,94102,2018,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,Tenderloin,-122.4144554,37.78512851
M182716,700 Block Of Gates  Street,San Francisco,CA,94110,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Bernal Heights,-122.4144483,37.73405249
M140227,100 Block Of Ellsworth  Street,San Francisco,CA,94110,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,Bernal Heights,-122.414427,37.74094608
M191465,100 Block Of Ellsworth  Street,San Francisco,CA,94110,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,Bernal Heights,-122.414427,37.74094608
M110063,0 Block Of Washburn  Street,San Francisco,CA,94103,2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,South of Market,-122.4144063,37.77523622
M111254,317300 Block Of Leavenworth  Street,San Francisco,CA,94102,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,Tenderloin,-122.4144042,37.78418176
M132354,300 Block Of Leavenworth  Street,San Francisco,CA,94102,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Tenderloin,-122.4144042,37.78418176
M131223,300 Block Of Leavenworth  Street,San Francisco,CA,94102,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,Tenderloin,-122.4144042,37.78418176
M163402,300 Block Of Leavenworth  Street,San Francisco,CA,94102,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Tenderloin,-122.4144042,37.78418176
M163326,300 Block Of Leavenworth  Street,San Francisco,CA,94102,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Tenderloin,-122.4144042,37.78418176
M182985,300 Block Of Leavenworth  Street,San Francisco,CA,94102,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Tenderloin,-122.4144042,37.78418176
M182373,300 Block Of Leavenworth  Street,San Francisco,CA,94102,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Tenderloin,-122.4144042,37.78418176
M181266,300 Block Of Leavenworth  Street,San Francisco,CA,94102,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Tenderloin,-122.4144042,37.78418176
M181704,300 Block Of Leavenworth  Street,San Francisco,CA,94109,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Tenderloin,-122.4144042,37.78418176
M182374,300 Block Of Leavenworth  Street,San Francisco,CA,94102,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Tenderloin,-122.4144042,37.78418176
M183415,300 Block Of Leavenworth  Street,San Francisco,CA,94102,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Tenderloin,-122.4144042,37.78418176
M182045,300 Block Of Leavenworth  Street,San Francisco,CA,94102,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Tenderloin,-122.4144042,37.78418176
M191381,300 Block Of Leavenworth  Street,San Francisco,CA,94102,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Tenderloin,-122.4144042,37.78418176
M191472,300 Block Of Leavenworth  Street,San Francisco,CA,94102,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Tenderloin,-122.4144042,37.78418176
M190053,300 Block Of Leavenworth  Street,San Francisco,CA,94102,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Tenderloin,-122.4144042,37.78418176
M190213,300 Block Of Leavenworth  Street,San Francisco,CA,94102,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Tenderloin,-122.4144042,37.78418176
M130002,2500 Block Of Folsom  Street,San Francisco,CA,94110,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,Mission,-122.4143956,37.75650274
M182336,0 Block Of 8th  Street,San Francisco,CA,94103,2018,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,South of Market,-122.4143932,37.77851883
M162408,2600 Block Of Folsom  Street,San Francisco,CA,94110,2016,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Mission,-122.4143795,37.75489499
M140441,1200 Block Of Jones  Street,San Francisco,CA,94109,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4143576,37.79301225
M141566,800 Block Of Sutter  Street,San Francisco,CA,94109,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4143523,37.78843884
M182370,800 Block Of Sutter  Street,San Francisco,CA,94109,2018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4143523,37.78843884
M120983,1900 Block Of Taylor  Street,San Francisco,CA,94133,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4143265,37.80051583
M152933,0 Block Of Manchester  Street,San Francisco,CA,94110,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,Bernal Heights,-122.4143221,37.74592679
M190902,0 Block Of Manchester  Street,San Francisco,CA,94110,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,Bernal Heights,-122.4143221,37.74592679
M190767,0 Block Of Manchester  Street,San Francisco,CA,94110,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,Bernal Heights,-122.4143221,37.74592679
M182537,700 Block Of Gates  Street,San Francisco,CA,94110,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,Bernal Heights,-122.4143104,37.73404437
M120590,2000 Block Of Taylor  Street,San Francisco,CA,94133,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4142819,37.8010004
M120591,2000 Block Of Taylor  Street,San Francisco,CA,94133,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4142819,37.8010004
M141564,2000 Block Of Taylor  Street,San Francisco,CA,94133,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Russian Hill,-122.4142819,37.8010004
M150639,1100 Block Of Jones  Street,San Francisco,CA,94109,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4142686,37.7918709
M191355,300 Block Of Leavenworth  Street,San Francisco,CA,94102,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,Tenderloin,-122.4142676,37.78419916
M191269,0 Block Of Bernard  Street,San Francisco,CA,94133,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Nob Hill,-122.4142636,37.79636509
M150892,800 Block Of Cortland  Avenue,San Francisco,CA,94110,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Bernal Heights,-122.4142551,37.73896062
